ID	TIPO	CHEGADA	TEMPO_ESPERA	TEMPO_SERVICO	SAIDA	PASSO	SERVIDOR
2489	COMPLEXA	2,58296	12,64348	0,00455	15,23099	AppServerRequest	AppServerRequest1
2489	COMPLEXA	15,23099	15637,25332	0,02287	15652,50718	AppServerResponse	AppServerResponse1
2490	REGULAR	2,58509	12,64590	0,00293	15,23392	AppServerRequest	AppServerRequest1
2490	REGULAR	15,23392	15649,91917	0,01738	15665,17046	AppServerResponse	AppServerResponse1
2491	REGULAR	2,58664	12,64728	0,00509	15,23901	AppServerRequest	AppServerRequest1
2491	REGULAR	15,23901	15662,57874	0,01744	15677,83518	AppServerResponse	AppServerResponse1
2492	REGULAR	2,58781	12,65120	0,00797	15,24699	AppServerRequest	AppServerRequest1
2492	REGULAR	15,24699	15675,23940	0,00800	15690,49438	AppServerResponse	AppServerResponse1
2493	REGULAR	2,58983	12,65715	0,00023	15,24721	AppServerRequest	AppServerRequest1
2493	REGULAR	15,24721	15687,90431	0,00378	15703,15531	AppServerResponse	AppServerResponse1
2494	REGULAR	2,59041	12,65680	0,01647	15,26368	AppServerRequest	AppServerRequest1
2494	REGULAR	15,26368	15700,54843	0,02819	15715,84029	AppServerResponse	AppServerResponse1
2495	REGULAR	2,59301	12,67067	0,01913	15,28281	AppServerRequest	AppServerRequest1
2495	REGULAR	15,28281	15713,22815	0,03414	15728,54510	AppServerResponse	AppServerResponse1
2496	REGULAR	2,59305	12,68976	0,02444	15,30725	AppServerRequest	AppServerRequest1
2496	REGULAR	15,30725	15725,92761	0,04023	15741,27510	AppServerResponse	AppServerResponse1
2497	SIMPLES	2,59335	12,71390	0,00016	15,30741	AppServerRequest	AppServerRequest1
2497	SIMPLES	15,30741	15738,68158	0,00149	15753,99048	AppServerResponse	AppServerResponse1
2498	REGULAR	2,59412	12,71329	0,00619	15,31360	AppServerRequest	AppServerRequest1
2498	REGULAR	15,31360	15751,39017	0,01993	15766,72370	AppServerResponse	AppServerResponse1
2499	REGULAR	2,59430	12,71930	0,00178	15,31538	AppServerRequest	AppServerRequest1
2499	REGULAR	15,31538	15764,12763	0,02676	15779,46977	AppServerResponse	AppServerResponse1
2500	SIMPLES	2,59626	12,71912	0,00538	15,32076	AppServerRequest	AppServerRequest1
2500	SIMPLES	15,32076	15776,86812	0,00589	15792,19477	AppServerResponse	AppServerResponse1
2501	REGULAR	2,59684	12,72392	0,00187	15,32263	AppServerRequest	AppServerRequest1
2501	REGULAR	15,32263	15789,59606	0,00233	15804,92101	AppServerResponse	AppServerResponse1
2502	COMPLEXA	2,59807	12,72456	0,00071	15,32334	AppServerRequest	AppServerRequest1
2502	COMPLEXA	15,32334	15802,32223	0,00134	15817,64691	AppServerResponse	AppServerResponse1
2503	SIMPLES	2,59834	12,72500	0,00176	15,32510	AppServerRequest	AppServerRequest1
2503	SIMPLES	15,32510	15815,04680	0,00221	15830,37411	AppServerResponse	AppServerResponse1
2504	REGULAR	2,59846	12,72664	0,00973	15,33483	AppServerRequest	AppServerRequest1
2504	REGULAR	15,33483	15827,76592	0,01544	15843,11619	AppServerResponse	AppServerResponse1
2505	REGULAR	2,59855	12,73629	0,01210	15,34694	AppServerRequest	AppServerRequest1
2505	REGULAR	15,34694	15840,50554	0,01263	15855,86511	AppServerResponse	AppServerResponse1
2506	REGULAR	2,59997	12,74697	0,00126	15,34820	AppServerRequest	AppServerRequest1
2506	REGULAR	15,34820	15853,26388	0,04643	15868,65851	AppServerResponse	AppServerResponse1
2507	REGULAR	2,60062	12,74757	0,01193	15,36012	AppServerRequest	AppServerRequest1
2507	REGULAR	15,36012	15866,04596	0,01728	15881,42337	AppServerResponse	AppServerResponse1
2508	REGULAR	2,60694	12,75318	0,00802	15,36814	AppServerRequest	AppServerRequest1
2508	REGULAR	15,36814	15878,80841	0,01829	15894,19484	AppServerResponse	AppServerResponse1
2509	REGULAR	2,60726	12,76089	0,00638	15,37452	AppServerRequest	AppServerRequest1
2509	REGULAR	15,37452	15891,58120	0,01073	15906,96645	AppServerResponse	AppServerResponse1
2510	SIMPLES	2,60755	12,76697	0,00134	15,37586	AppServerRequest	AppServerRequest1
2510	SIMPLES	15,37586	15904,35756	0,00593	15919,73935	AppServerResponse	AppServerResponse1
2511	REGULAR	2,60796	12,76790	0,00696	15,38282	AppServerRequest	AppServerRequest1
2511	REGULAR	15,38282	15917,12443	0,00749	15932,51475	AppServerResponse	AppServerResponse1
2512	COMPLEXA	2,60818	12,77464	0,01062	15,39344	AppServerRequest	AppServerRequest1
2512	COMPLEXA	15,39344	15929,89595	0,01272	15945,30211	AppServerResponse	AppServerResponse1
2513	REGULAR	2,60822	12,78522	0,02302	15,41646	AppServerRequest	AppServerRequest1
2513	REGULAR	15,41646	15942,67086	0,03382	15958,12114	AppServerResponse	AppServerResponse1
2514	COMPLEXA	2,60896	12,80750	0,00704	15,42349	AppServerRequest	AppServerRequest1
2514	COMPLEXA	15,42349	15955,50514	0,00854	15970,93718	AppServerResponse	AppServerResponse1
2515	REGULAR	2,60933	12,81417	0,00014	15,42363	AppServerRequest	AppServerRequest1
2515	REGULAR	15,42363	15968,32771	0,00736	15983,75871	AppServerResponse	AppServerResponse1
2516	REGULAR	2,60966	12,81397	0,00173	15,42536	AppServerRequest	AppServerRequest1
2516	REGULAR	15,42536	15981,14732	0,02562	15996,59830	AppServerResponse	AppServerResponse1
2517	COMPLEXA	2,61025	12,81512	0,00600	15,43136	AppServerRequest	AppServerRequest1
2517	COMPLEXA	15,43136	15993,98206	0,00642	16009,41984	AppServerResponse	AppServerResponse1
2518	REGULAR	2,61247	12,81889	0,00022	15,43158	AppServerRequest	AppServerRequest1
2518	REGULAR	15,43158	16006,80715	0,01642	16022,25516	AppServerResponse	AppServerResponse1
2519	COMPLEXA	2,61298	12,81860	0,00373	15,43531	AppServerRequest	AppServerRequest1
2519	COMPLEXA	15,43531	16019,63844	0,00740	16035,08116	AppServerResponse	AppServerResponse1
2520	REGULAR	2,61406	12,82125	0,00914	15,44445	AppServerRequest	AppServerRequest1
2520	REGULAR	15,44445	16032,45797	0,00989	16047,91230	AppServerResponse	AppServerResponse1
2521	REGULAR	2,61408	12,83037	0,01169	15,45613	AppServerRequest	AppServerRequest1
2521	REGULAR	15,45613	16045,28654	0,01181	16060,75448	AppServerResponse	AppServerResponse1
2522	COMPLEXA	2,61467	12,84147	0,00287	15,45900	AppServerRequest	AppServerRequest1
2522	COMPLEXA	15,45900	16058,13694	0,00708	16073,60302	AppServerResponse	AppServerResponse1
2523	SIMPLES	2,61515	12,84385	0,00021	15,45921	AppServerRequest	AppServerRequest1
2523	SIMPLES	15,45921	16070,98766	0,00073	16086,44760	AppServerResponse	AppServerResponse1
2524	REGULAR	2,61531	12,84390	0,00018	15,45939	AppServerRequest	AppServerRequest1
2524	REGULAR	15,45939	16083,83211	0,00227	16099,29377	AppServerResponse	AppServerResponse1
2525	REGULAR	2,61590	12,84349	0,00555	15,46494	AppServerRequest	AppServerRequest1
2525	REGULAR	15,46494	16096,67232	0,02114	16112,15840	AppServerResponse	AppServerResponse1
2526	SIMPLES	2,61610	12,84884	0,00101	15,46594	AppServerRequest	AppServerRequest1
2526	SIMPLES	15,46594	16109,54129	0,00827	16125,01550	AppServerResponse	AppServerResponse1
2527	REGULAR	2,61839	12,84756	0,00860	15,47455	AppServerRequest	AppServerRequest1
2527	REGULAR	15,47455	16122,38851	0,02024	16137,88329	AppServerResponse	AppServerResponse1
2528	SIMPLES	2,61905	12,85550	0,00029	15,47484	AppServerRequest	AppServerRequest1
2528	SIMPLES	15,47484	16135,26395	0,00297	16150,74176	AppServerResponse	AppServerResponse1
2529	REGULAR	2,62325	12,85158	0,00487	15,47970	AppServerRequest	AppServerRequest1
2529	REGULAR	15,47970	16148,11364	0,01083	16163,60418	AppServerResponse	AppServerResponse1
2530	SIMPLES	2,62388	12,85583	0,00255	15,48225	AppServerRequest	AppServerRequest1
2530	SIMPLES	15,48225	16160,97775	0,00395	16176,46395	AppServerResponse	AppServerResponse1
2531	REGULAR	2,62424	12,85801	0,00517	15,48742	AppServerRequest	AppServerRequest1
2531	REGULAR	15,48742	16173,83454	0,00747	16189,32943	AppServerResponse	AppServerResponse1
2532	REGULAR	2,62593	12,86149	0,00225	15,48967	AppServerRequest	AppServerRequest1
2532	REGULAR	15,48967	16186,70125	0,01288	16202,20380	AppServerResponse	AppServerResponse1
2533	REGULAR	2,62711	12,86256	0,00139	15,49106	AppServerRequest	AppServerRequest1
2533	REGULAR	15,49106	16199,57530	0,00716	16215,07352	AppServerResponse	AppServerResponse1
2534	SIMPLES	2,62719	12,86387	0,00358	15,49464	AppServerRequest	AppServerRequest1
2534	SIMPLES	15,49464	16212,44274	0,00394	16227,94133	AppServerResponse	AppServerResponse1
2535	REGULAR	2,62785	12,86679	0,00256	15,49720	AppServerRequest	AppServerRequest1
2535	REGULAR	15,49720	16225,31092	0,00914	16240,81726	AppServerResponse	AppServerResponse1
2536	REGULAR	2,62827	12,86893	0,00734	15,50454	AppServerRequest	AppServerRequest1
2536	REGULAR	15,50454	16238,18165	0,03150	16253,71769	AppServerResponse	AppServerResponse1
2537	REGULAR	2,62964	12,87490	0,01516	15,51970	AppServerRequest	AppServerRequest1
2537	REGULAR	15,51970	16251,07289	0,02035	16266,61294	AppServerResponse	AppServerResponse1
2538	REGULAR	2,63235	12,88735	0,01476	15,53446	AppServerRequest	AppServerRequest1
2538	REGULAR	15,53446	16263,96583	0,02833	16279,52862	AppServerResponse	AppServerResponse1
2539	REGULAR	2,63532	12,89913	0,00023	15,53468	AppServerRequest	AppServerRequest1
2539	REGULAR	15,53468	16276,89307	0,00542	16292,43318	AppServerResponse	AppServerResponse1
2540	REGULAR	2,63615	12,89854	0,00380	15,53848	AppServerRequest	AppServerRequest1
2540	REGULAR	15,53848	16289,79323	0,02203	16305,35374	AppServerResponse	AppServerResponse1
2541	SIMPLES	2,63677	12,90171	0,00004	15,53853	AppServerRequest	AppServerRequest1
2541	SIMPLES	15,53853	16302,71693	0,00153	16318,25698	AppServerResponse	AppServerResponse1
2542	SIMPLES	2,63751	12,90102	0,00330	15,54183	AppServerRequest	AppServerRequest1
2542	SIMPLES	15,54183	16315,61617	0,00416	16331,16216	AppServerResponse	AppServerResponse1
2543	REGULAR	2,63837	12,90346	0,00691	15,54874	AppServerRequest	AppServerRequest1
2543	REGULAR	15,54874	16328,51688	0,02081	16344,08643	AppServerResponse	AppServerResponse1
2544	SIMPLES	2,64038	12,90836	0,00000	15,54874	AppServerRequest	AppServerRequest1
2544	SIMPLES	15,54874	16341,44605	0,00006	16356,99485	AppServerResponse	AppServerResponse1
2545	SIMPLES	2,64107	12,90767	0,00339	15,55213	AppServerRequest	AppServerRequest1
2545	SIMPLES	15,55213	16354,35040	0,01085	16369,91337	AppServerResponse	AppServerResponse1
2546	REGULAR	2,64123	12,91090	0,00301	15,55514	AppServerRequest	AppServerRequest1
2546	REGULAR	15,55514	16367,26913	0,00938	16382,83365	AppServerResponse	AppServerResponse1
2547	SIMPLES	2,64143	12,91371	0,00188	15,55702	AppServerRequest	AppServerRequest1
2547	SIMPLES	15,55702	16380,19034	0,00497	16395,75233	AppServerResponse	AppServerResponse1
2548	COMPLEXA	2,64364	12,91338	0,00522	15,56224	AppServerRequest	AppServerRequest1
2548	COMPLEXA	15,56224	16393,10348	0,03069	16408,69641	AppServerResponse	AppServerResponse1
2549	REGULAR	2,64381	12,91843	0,00678	15,56902	AppServerRequest	AppServerRequest1
2549	REGULAR	15,56902	16406,04582	0,00877	16421,62361	AppServerResponse	AppServerResponse1
2550	COMPLEXA	2,64401	12,92501	0,00034	15,56936	AppServerRequest	AppServerRequest1
2550	COMPLEXA	15,56936	16418,97925	0,00090	16434,54952	AppServerResponse	AppServerResponse1
2551	COMPLEXA	2,64464	12,92473	0,00613	15,57550	AppServerRequest	AppServerRequest1
2551	COMPLEXA	15,57550	16431,89875	0,00761	16447,48185	AppServerResponse	AppServerResponse1
2552	SIMPLES	2,64600	12,92949	0,00498	15,58048	AppServerRequest	AppServerRequest1
2552	SIMPLES	15,58048	16444,83087	0,00867	16460,42001	AppServerResponse	AppServerResponse1
2553	REGULAR	2,64636	12,93412	0,00181	15,58229	AppServerRequest	AppServerRequest1
2553	REGULAR	15,58229	16457,77185	0,00862	16473,36276	AppServerResponse	AppServerResponse1
2554	COMPLEXA	2,64815	12,93414	0,00307	15,58535	AppServerRequest	AppServerRequest1
2554	COMPLEXA	15,58535	16470,71155	0,00360	16486,30049	AppServerResponse	AppServerResponse1
2555	REGULAR	2,64836	12,93699	0,00047	15,58582	AppServerRequest	AppServerRequest1
2555	REGULAR	15,58582	16483,65167	0,00114	16499,23863	AppServerResponse	AppServerResponse1
2556	REGULAR	2,65127	12,93455	0,00098	15,58680	AppServerRequest	AppServerRequest1
2556	REGULAR	15,58680	16496,58637	0,03324	16512,20642	AppServerResponse	AppServerResponse1
2557	COMPLEXA	2,65165	12,93516	0,00004	15,58685	AppServerRequest	AppServerRequest1
2557	COMPLEXA	15,58685	16509,55473	0,00221	16525,14379	AppServerResponse	AppServerResponse1
2558	COMPLEXA	2,65201	12,93483	0,00662	15,59347	AppServerRequest	AppServerRequest1
2558	COMPLEXA	15,59347	16522,48516	0,00756	16538,08618	AppServerResponse	AppServerResponse1
2559	REGULAR	2,65219	12,94128	0,00685	15,60032	AppServerRequest	AppServerRequest1
2559	REGULAR	15,60032	16535,42715	0,01756	16551,04502	AppServerResponse	AppServerResponse1
2560	COMPLEXA	2,65224	12,94808	0,01565	15,61597	AppServerRequest	AppServerRequest1
2560	COMPLEXA	15,61597	16548,37713	0,01665	16564,00975	AppServerResponse	AppServerResponse1
2561	REGULAR	2,65240	12,96357	0,02625	15,64222	AppServerRequest	AppServerRequest1
2561	REGULAR	15,64222	16561,33111	0,02642	16576,99975	AppServerResponse	AppServerResponse1
2562	REGULAR	2,65329	12,98893	0,01930	15,66152	AppServerRequest	AppServerRequest1
2562	REGULAR	15,66152	16574,32716	0,02304	16590,01171	AppServerResponse	AppServerResponse1
2563	SIMPLES	2,65577	13,00574	0,00250	15,66402	AppServerRequest	AppServerRequest1
2563	SIMPLES	15,66402	16587,35344	0,00337	16603,02083	AppServerResponse	AppServerResponse1
2564	REGULAR	2,65680	13,00721	0,01986	15,68387	AppServerRequest	AppServerRequest1
2564	REGULAR	15,68387	16600,34417	0,03452	16616,06256	AppServerResponse	AppServerResponse1
2565	REGULAR	2,65712	13,02675	0,00134	15,68521	AppServerRequest	AppServerRequest1
2565	REGULAR	15,68521	16613,40410	0,01116	16629,10047	AppServerResponse	AppServerResponse1
2566	REGULAR	2,65721	13,02800	0,00537	15,69058	AppServerRequest	AppServerRequest1
2566	REGULAR	15,69058	16626,43789	0,00972	16642,13819	AppServerResponse	AppServerResponse1
2567	REGULAR	2,65854	13,03204	0,00420	15,69477	AppServerRequest	AppServerRequest1
2567	REGULAR	15,69477	16639,47546	0,03539	16655,20563	AppServerResponse	AppServerResponse1
2568	REGULAR	2,66042	13,03436	0,00389	15,69866	AppServerRequest	AppServerRequest1
2568	REGULAR	15,69866	16652,54132	0,00878	16668,24876	AppServerResponse	AppServerResponse1
2569	REGULAR	2,66192	13,03674	0,01885	15,71751	AppServerRequest	AppServerRequest1
2569	REGULAR	15,71751	16665,56799	0,04780	16681,33330	AppServerResponse	AppServerResponse1
2570	REGULAR	2,66327	13,05425	0,00759	15,72510	AppServerRequest	AppServerRequest1
2570	REGULAR	15,72510	16678,66244	0,01794	16694,40549	AppServerResponse	AppServerResponse1
2571	REGULAR	2,66371	13,06139	0,00179	15,72689	AppServerRequest	AppServerRequest1
2571	REGULAR	15,72689	16691,73999	0,01332	16707,48020	AppServerResponse	AppServerResponse1
2572	REGULAR	2,66406	13,06283	0,00706	15,73395	AppServerRequest	AppServerRequest1
2572	REGULAR	15,73395	16704,80908	0,00961	16720,55264	AppServerResponse	AppServerResponse1
2573	SIMPLES	2,66406	13,06988	0,00431	15,73826	AppServerRequest	AppServerRequest1
2573	SIMPLES	15,73826	16717,88426	0,00556	16733,62809	AppServerResponse	AppServerResponse1
2574	REGULAR	2,66412	13,07414	0,00087	15,73913	AppServerRequest	AppServerRequest1
2574	REGULAR	15,73913	16730,96310	0,01492	16746,71715	AppServerResponse	AppServerResponse1
2575	REGULAR	2,66425	13,07488	0,02904	15,76817	AppServerRequest	AppServerRequest1
2575	REGULAR	15,76817	16744,02386	0,04268	16759,83471	AppServerResponse	AppServerResponse1
2576	REGULAR	2,66464	13,10354	0,00221	15,77038	AppServerRequest	AppServerRequest1
2576	REGULAR	15,77038	16757,16787	0,00287	16772,94112	AppServerResponse	AppServerResponse1
2577	REGULAR	2,66512	13,10526	0,00022	15,77060	AppServerRequest	AppServerRequest1
2577	REGULAR	15,77060	16770,27578	0,00472	16786,05111	AppServerResponse	AppServerResponse1
2578	SIMPLES	2,66546	13,10514	0,00066	15,77126	AppServerRequest	AppServerRequest1
2578	SIMPLES	15,77126	16783,38498	0,00653	16799,16277	AppServerResponse	AppServerResponse1
2579	REGULAR	2,66848	13,10278	0,00623	15,77749	AppServerRequest	AppServerRequest1
2579	REGULAR	15,77749	16796,48806	0,00709	16812,27264	AppServerResponse	AppServerResponse1
2580	REGULAR	2,67153	13,10596	0,00141	15,77890	AppServerRequest	AppServerRequest1
2580	REGULAR	15,77890	16809,59970	0,00593	16825,38453	AppServerResponse	AppServerResponse1
2581	REGULAR	2,67227	13,10663	0,01701	15,79591	AppServerRequest	AppServerRequest1
2581	REGULAR	15,79591	16822,69525	0,02303	16838,51419	AppServerResponse	AppServerResponse1
2582	REGULAR	2,67361	13,12229	0,00280	15,79871	AppServerRequest	AppServerRequest1
2582	REGULAR	15,79871	16835,83777	0,00406	16851,64055	AppServerResponse	AppServerResponse1
2583	REGULAR	2,67392	13,12479	0,00052	15,79924	AppServerRequest	AppServerRequest1
2583	REGULAR	15,79924	16848,96610	0,00429	16864,76963	AppServerResponse	AppServerResponse1
2584	REGULAR	2,67521	13,12402	0,03451	15,83374	AppServerRequest	AppServerRequest1
2584	REGULAR	15,83374	16862,05991	0,03484	16877,92849	AppServerResponse	AppServerResponse1
2585	SIMPLES	2,67582	13,15792	0,00089	15,83464	AppServerRequest	AppServerRequest1
2585	SIMPLES	15,83464	16875,25177	0,00148	16891,08789	AppServerResponse	AppServerResponse1
2586	SIMPLES	2,67655	13,15809	0,00015	15,83479	AppServerRequest	AppServerRequest1
2586	SIMPLES	15,83479	16888,41119	0,00186	16904,24784	AppServerResponse	AppServerResponse1
2587	SIMPLES	2,67719	13,15760	0,00040	15,83519	AppServerRequest	AppServerRequest1
2587	SIMPLES	15,83519	16901,57025	0,00086	16917,40630	AppServerResponse	AppServerResponse1
2588	SIMPLES	2,67787	13,15732	0,00114	15,83633	AppServerRequest	AppServerRequest1
2588	SIMPLES	15,83633	16914,72729	0,00345	16930,56707	AppServerResponse	AppServerResponse1
2589	REGULAR	2,67880	13,15753	0,00167	15,83800	AppServerRequest	AppServerRequest1
2589	REGULAR	15,83800	16927,88661	0,04155	16943,76616	AppServerResponse	AppServerResponse1
2590	REGULAR	2,67916	13,15884	0,00071	15,83870	AppServerRequest	AppServerRequest1
2590	REGULAR	15,83870	16941,08629	0,00502	16956,93002	AppServerResponse	AppServerResponse1
2591	REGULAR	2,67982	13,15888	0,00326	15,84196	AppServerRequest	AppServerRequest1
2591	REGULAR	15,84196	16954,24693	0,00978	16970,09868	AppServerResponse	AppServerResponse1
2592	SIMPLES	2,68029	13,16167	0,00007	15,84204	AppServerRequest	AppServerRequest1
2592	SIMPLES	15,84204	16967,41831	0,00070	16983,26105	AppServerResponse	AppServerResponse1
2593	REGULAR	2,68090	13,16114	0,01917	15,86120	AppServerRequest	AppServerRequest1
2593	REGULAR	15,86120	16980,56098	0,02619	16996,44838	AppServerResponse	AppServerResponse1
2594	REGULAR	2,68125	13,17996	0,00489	15,86610	AppServerRequest	AppServerRequest1
2594	REGULAR	15,86610	16993,76223	0,00545	17009,63379	AppServerResponse	AppServerResponse1
2595	COMPLEXA	2,68151	13,18459	0,00268	15,86878	AppServerRequest	AppServerRequest1
2595	COMPLEXA	15,86878	17006,94960	0,00310	17022,82148	AppServerResponse	AppServerResponse1
2596	SIMPLES	2,68290	13,18588	0,00189	15,87066	AppServerRequest	AppServerRequest1
2596	SIMPLES	15,87066	17020,13669	0,00204	17036,00940	AppServerResponse	AppServerResponse1
2597	SIMPLES	2,68474	13,18593	0,00196	15,87262	AppServerRequest	AppServerRequest1
2597	SIMPLES	15,87262	17033,32270	0,00629	17049,20161	AppServerResponse	AppServerResponse1
2598	REGULAR	2,68626	13,18637	0,00426	15,87688	AppServerRequest	AppServerRequest1
2598	REGULAR	15,87688	17046,51110	0,01559	17062,40357	AppServerResponse	AppServerResponse1
2599	SIMPLES	2,68894	13,18794	0,00321	15,88009	AppServerRequest	AppServerRequest1
2599	SIMPLES	15,88009	17059,71142	0,00517	17075,59668	AppServerResponse	AppServerResponse1
2600	REGULAR	2,68991	13,19018	0,00120	15,88129	AppServerRequest	AppServerRequest1
2600	REGULAR	15,88129	17072,90558	0,01309	17088,79995	AppServerResponse	AppServerResponse1
2601	REGULAR	2,69069	13,19060	0,02225	15,90354	AppServerRequest	AppServerRequest1
2601	REGULAR	15,90354	17086,08701	0,02335	17102,01390	AppServerResponse	AppServerResponse1
2602	REGULAR	2,69146	13,21208	0,01873	15,92227	AppServerRequest	AppServerRequest1
2602	REGULAR	15,92227	17099,30371	0,02496	17115,25095	AppServerResponse	AppServerResponse1
2603	SIMPLES	2,69224	13,23003	0,00428	15,92655	AppServerRequest	AppServerRequest1
2603	SIMPLES	15,92655	17112,55442	0,01035	17128,49132	AppServerResponse	AppServerResponse1
2604	REGULAR	2,69279	13,23376	0,00379	15,93034	AppServerRequest	AppServerRequest1
2604	REGULAR	15,93034	17125,79474	0,01267	17141,73776	AppServerResponse	AppServerResponse1
2605	REGULAR	2,69368	13,23666	0,00385	15,93419	AppServerRequest	AppServerRequest1
2605	REGULAR	15,93419	17139,04023	0,00806	17154,98247	AppServerResponse	AppServerResponse1
2606	REGULAR	2,69401	13,24018	0,00931	15,94349	AppServerRequest	AppServerRequest1
2606	REGULAR	15,94349	17152,27916	0,01492	17168,23757	AppServerResponse	AppServerResponse1
2607	REGULAR	2,69519	13,24830	0,01168	15,95517	AppServerRequest	AppServerRequest1
2607	REGULAR	15,95517	17165,53071	0,01754	17181,50342	AppServerResponse	AppServerResponse1
2608	REGULAR	2,69537	13,25980	0,00761	15,96278	AppServerRequest	AppServerRequest1
2608	REGULAR	15,96278	17178,80043	0,02863	17194,79184	AppServerResponse	AppServerResponse1
2609	REGULAR	2,69739	13,26539	0,03519	15,99797	AppServerRequest	AppServerRequest1
2609	REGULAR	15,99797	17192,05927	0,03957	17208,09680	AppServerResponse	AppServerResponse1
2610	REGULAR	2,69871	13,29926	0,00118	15,99915	AppServerRequest	AppServerRequest1
2610	REGULAR	15,99915	17205,39691	0,01775	17221,41380	AppServerResponse	AppServerResponse1
2611	REGULAR	2,69895	13,30020	0,01061	16,00976	AppServerRequest	AppServerRequest1
2611	REGULAR	16,00976	17218,70424	0,01157	17234,72557	AppServerResponse	AppServerResponse1
2612	REGULAR	2,69971	13,31005	0,00174	16,01150	AppServerRequest	AppServerRequest1
2612	REGULAR	16,01150	17232,02412	0,03121	17248,06683	AppServerResponse	AppServerResponse1
2613	SIMPLES	2,70030	13,31120	0,00427	16,01577	AppServerRequest	AppServerRequest1
2613	SIMPLES	16,01577	17245,36226	0,00532	17261,38336	AppServerResponse	AppServerResponse1
2614	REGULAR	2,70355	13,31221	0,00016	16,01593	AppServerRequest	AppServerRequest1
2614	REGULAR	16,01593	17258,67964	0,00242	17274,69799	AppServerResponse	AppServerResponse1
2615	REGULAR	2,70445	13,31148	0,00845	16,02437	AppServerRequest	AppServerRequest1
2615	REGULAR	16,02437	17271,98510	0,02881	17288,03828	AppServerResponse	AppServerResponse1
2616	REGULAR	2,70471	13,31966	0,00042	16,02480	AppServerRequest	AppServerRequest1
2616	REGULAR	16,02480	17285,33314	0,01324	17301,37118	AppServerResponse	AppServerResponse1
2617	COMPLEXA	2,70565	13,31915	0,00018	16,02498	AppServerRequest	AppServerRequest1
2617	COMPLEXA	16,02498	17298,66535	0,00057	17314,69090	AppServerResponse	AppServerResponse1
2618	REGULAR	2,70710	13,31787	0,00803	16,03301	AppServerRequest	AppServerRequest1
2618	REGULAR	16,03301	17311,97576	0,01854	17328,02731	AppServerResponse	AppServerResponse1
2619	SIMPLES	2,70831	13,32470	0,00093	16,03394	AppServerRequest	AppServerRequest1
2619	SIMPLES	16,03394	17325,31807	0,00668	17341,35870	AppServerResponse	AppServerResponse1
2620	COMPLEXA	2,70937	13,32457	0,00068	16,03463	AppServerRequest	AppServerRequest1
2620	COMPLEXA	16,03463	17338,64864	0,00276	17354,68602	AppServerResponse	AppServerResponse1
2621	REGULAR	2,71059	13,32403	0,00395	16,03858	AppServerRequest	AppServerRequest1
2621	REGULAR	16,03858	17351,97148	0,00862	17368,01867	AppServerResponse	AppServerResponse1
2622	REGULAR	2,71109	13,32749	0,00498	16,04356	AppServerRequest	AppServerRequest1
2622	REGULAR	16,04356	17365,30261	0,01802	17381,36418	AppServerResponse	AppServerResponse1
2623	COMPLEXA	2,71174	13,33182	0,00068	16,04423	AppServerRequest	AppServerRequest1
2623	COMPLEXA	16,04423	17378,65176	0,00211	17394,69810	AppServerResponse	AppServerResponse1
2624	SIMPLES	2,71337	13,33086	0,00104	16,04527	AppServerRequest	AppServerRequest1
2624	SIMPLES	16,04527	17391,98369	0,00410	17408,03306	AppServerResponse	AppServerResponse1
2625	REGULAR	2,71350	13,33178	0,01904	16,06432	AppServerRequest	AppServerRequest1
2625	REGULAR	16,06432	17405,30053	0,04249	17421,40733	AppServerResponse	AppServerResponse1
2626	REGULAR	2,71369	13,35062	0,00792	16,07223	AppServerRequest	AppServerRequest1
2626	REGULAR	16,07223	17418,68572	0,01853	17434,77648	AppServerResponse	AppServerResponse1
2627	SIMPLES	2,71479	13,35744	0,00911	16,08134	AppServerRequest	AppServerRequest1
2627	SIMPLES	16,08134	17432,05258	0,00954	17448,14347	AppServerResponse	AppServerResponse1
2628	COMPLEXA	2,71529	13,36606	0,00537	16,08672	AppServerRequest	AppServerRequest1
2628	COMPLEXA	16,08672	17445,42281	0,00665	17461,51617	AppServerResponse	AppServerResponse1
2629	REGULAR	2,71530	13,37141	0,00270	16,08941	AppServerRequest	AppServerRequest1
2629	REGULAR	16,08941	17458,79817	0,01088	17474,89846	AppServerResponse	AppServerResponse1
2630	REGULAR	2,71537	13,37405	0,01593	16,10535	AppServerRequest	AppServerRequest1
2630	REGULAR	16,10535	17472,16716	0,01745	17488,28996	AppServerResponse	AppServerResponse1
2631	REGULAR	2,71622	13,38913	0,02559	16,13093	AppServerRequest	AppServerRequest1
2631	REGULAR	16,13093	17485,54815	0,03429	17501,71338	AppServerResponse	AppServerResponse1
2632	COMPLEXA	2,71676	13,41417	0,00094	16,13188	AppServerRequest	AppServerRequest1
2632	COMPLEXA	16,13188	17498,99567	0,00107	17515,12862	AppServerResponse	AppServerResponse1
2633	REGULAR	2,71707	13,41481	0,00717	16,13905	AppServerRequest	AppServerRequest1
2633	REGULAR	16,13905	17512,40438	0,00813	17528,55156	AppServerResponse	AppServerResponse1
2634	REGULAR	2,71822	13,42083	0,00089	16,13994	AppServerRequest	AppServerRequest1
2634	REGULAR	16,13994	17525,83245	0,01666	17541,98905	AppServerResponse	AppServerResponse1
2635	SIMPLES	2,71934	13,42060	0,00041	16,14035	AppServerRequest	AppServerRequest1
